Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Value,Standard Units,pChEMBL Value,Value
CHEMBL2012084,,323.39,0,3.57,COC(=O)C1=C(c2cccc(-c3cccn3C)c2)CC2CCC1O2,870,nM,6.06,870
CHEMBL379333,,384.48,0,2.88,CN1C2CCC1C1COC(=O)CCC(=O)CCC(=O)Nc3ccc(cc3)C1C2,5010,nM,5.3,5010
CHEMBL198072,,435.57,0,3.32,CCN(CC)C(=O)[C@@]1(c2ccccc2)CC1CNCC(O)COc1cccc2[nH]ccc12,120,nM,6.92,120
CHEMBL1683884,,251.8,0,4.1,CN(C)CC1(c2ccc(Cl)cc2)CCCCC1,102,nM,6.99,102
CHEMBL1683895,,217.36,0,3.45,CN(C)CC1(c2ccccc2)CCCCC1,249,nM,6.6,249
CHEMBL1683882,,272.22,0,4.37,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCCC1,278,nM,6.56,278
CHEMBL1683880,,341.33,0,4.44,CN1CCN(CC2(c3ccc(Cl)c(Cl)c3)CCCCC2)CC1,299,nM,6.52,299
CHEMBL1683873,,298.26,0,4.95,Clc1ccc(C2(CNC3CC3)CCCCC2)cc1Cl,651,nM,6.19,651
CHEMBL1683896,,285.35,0,4.47,CN(C)CC1(c2cccc(C(F)(F)F)c2)CCCCC1,1530,nM,5.82,1530
CHEMBL1683878,,326.31,1,5.68,Clc1ccc(C2(CN3CCCCC3)CCCCC2)cc1Cl,9674,nM,5.01,9674
CHEMBL1683874,,286.25,0,4.76,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCCCC1,19,nM,7.72,19
CHEMBL2079586,,277.34,0,2.57,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,692,nM,6.16,692
CHEMBL251694,,277.41,0,3.04,COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1,30,nM,7.52,0.03
CHEMBL549,CITALOPRAM,324.4,0,3.81,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,90,nM,7.05,90
CHEMBL256902,,321.46,0,3.04,COc1cccc([C@@]2(OCCCO)CCCC[C@@H]2CN(C)C)c1,1493,nM,5.83,1493
CHEMBL255768,,303.45,0,3.77,CN(C)C[C@H]1CCCC[C@]1(OCC1CC1)c1cccc(O)c1,3667,nM,5.44,3667
CHEMBL1643515,,293.2,0,4.01,NC1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,2550,nM,5.59,2550
CHEMBL1643517,,307.22,0,4.28,CNC1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,985,nM,6.01,985
CHEMBL270786,,291.44,0,3.77,CCCO[C@]1(c2cccc(O)c2)CCCC[C@@H]1CN(C)C,2798,nM,5.55,2798
CHEMBL180899,,452.5,1,5.28,Oc1nc2cc3c(cc2c2c1[C@@H](N1CCC(Cc4cc(F)ccc4F)CC1)CCC2)OCO3,14,nM,7.85,14
CHEMBL249134,,250.34,0,3.38,CN(C)CC1CC1c1ccc2cc(C#N)ccc2c1,13,nM,7.89,13
CHEMBL248932,,250.34,0,3.38,CN(C)CC1CC1c1ccc2ccc(C#N)cc2c1,83,nM,7.08,83
CHEMBL250764,,239.36,0,3.9,CCN(C)CC1CC1c1ccc2ccccc2c1,310,nM,6.51,310
CHEMBL249123,,278.4,0,4.16,CCN(CC)CC1CC1c1cccc2cc(C#N)ccc12,67,nM,7.17,67
CHEMBL447733,,263.29,0,3.82,CN(C)Cc1ccccc1Oc1ccc(F)c(F)c1,34.4,nM,7.46,34.4
CHEMBL487188,,342.22,0,4.52,CNCc1cc(OC)c(OC)cc1Oc1ccc(Cl)c(Cl)c1,14.1,nM,7.85,14.1
CHEMBL448461,,283.7,0,4.13,CNCc1cc(F)ccc1Oc1ccc(Cl)c(F)c1,19.3,nM,7.71,19.3
CHEMBL472388,,295.3,0,4.53,CNCc1cc(C(F)(F)F)ccc1Oc1ccc(C)cc1,74.7,nM,7.13,74.7
CHEMBL455184,,279.74,0,4.3,CNCc1ccc(Cl)cc1Oc1ccc(F)c(C)c1,31.2,nM,7.51,31.2
CHEMBL406156,,363.46,0,1.48,NCC(=O)NCC1CC1(C(=O)C1NCCc2ccccc21)c1ccccc1,150,nM,6.82,150
CHEMBL1169524,,303.41,0,0.89,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CNC(=O)CN,2200,nM,5.66,2200
CHEMBL260439,,258.37,0,1.94,C=CCN(CC)C(=O)C1(c2ccccc2)CC1CN,280,nM,6.55,280
CHEMBL326466,,279.43,0,4.53,CN(C)C[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,9,nM,8.05,9
CHEMBL184713,,455.5,0,4.96,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4cc(F)ccc4F)CC3)CC2)c2ccc3c(c21)OCO3,250,nM,6.6,250
CHEMBL185169,,294.35,0,3.72,COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1O2,700,nM,6.16,0.7
CHEMBL607430,,401.45,0,4.1,COC(=O)C1C2CC[C@H](C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,5500,nM,5.26,5500
CHEMBL185025,,467.54,0,4.83,COc1ccc(F)c(CC2CCN([C@H]3CC[C@]4(CC3)OC(=O)c3c5c(ccc34)OCO5)CC2)c1,400,nM,6.4,400
CHEMBL404364,,260.38,0,2.16,CCCN(CC)C(=O)C1(c2ccccc2)CC1CN,1700,nM,5.77,1700
CHEMBL256408,,327.43,0,2.59,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1ncco1,1600,nM,5.8,1600
CHEMBL257264,,293.41,0,2.35,CN(C)C[C@H]1CCCC[C@]1(OCCO)c1cccc(O)c1,1503,nM,5.82,1503
CHEMBL592374,AMITIFADINE,228.12,0,2.85,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,12.3,nM,7.91,12.3
CHEMBL2012102,,325.41,0,3.52,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(-c3cccn3C)cc1)O2,395,nM,6.4,395
CHEMBL2012106,,312.37,0,3.77,COC(=O)[C@@H]1C2CCC(C[C@H]1c1cccc(-c3ccco3)c1)O2,77,nM,7.11,77
CHEMBL2012108,,325.41,0,3.52,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1cccc(-c3cccn3C)c1)O2,142,nM,6.85,142
CHEMBL260863,,326.4,0,1.67,C=CCN(CC#CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,64,nM,7.19,64
CHEMBL410054,,324.42,0,1.88,C=CCN(CC#CC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,210,nM,6.68,210
CHEMBL264678,,304.39,0,1.54,CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,140,nM,6.85,140
CHEMBL264430,,350.42,0,2.22,NC[C@@H]1C[C@@]1(C(=O)N1CCc2ccccc2C1)c1ccc2c(c1)OCO2,26,nM,7.58,26
CHEMBL404345,,300.45,0,3.08,CCN(C(=O)C1(c2ccccc2)CC1CN)C1CCCCC1,7500,nM,5.12,7500
CHEMBL326165,N-[(2-((3'-N-propyl-(1''R) -3''beta-(4-fluorophenyl) tropane-2''-beta-1-propanoyl) (2-mercaptoethyl) amino) acetyl) -2-aminoethanethiolato)rhenium(V) oxide,694.91,None,None,,1000,nM,6,1000
CHEMBL1642897,,306.24,0,4.66,CN[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,107,nM,6.97,107
CHEMBL1643511,,307.22,0,4.8,CNC1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,20,nM,7.7,20
CHEMBL1643519,,321.25,0,4.62,CN(C)[C@H]1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,5558,nM,5.25,5558
CHEMBL1683883,,258.19,0,3.98,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCC1,898,nM,6.05,898
CHEMBL11,IMIPRAMINE,280.42,0,3.88,CN(C)CCCN1c2ccccc2CCc2ccccc21,7.3,nM,8.14,7.3
CHEMBL1683881,,272.22,0,4.54,NCC1(c2ccc(Cl)c(Cl)c2)CCCCCC1,637,nM,6.2,637
CHEMBL1643516,,321.25,0,4.62,CN(C)C1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,436,nM,6.36,436
CHEMBL607377,,401.45,0,4.1,COC(=O)C1C2CC[C@H](C[C@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,4930,nM,5.31,4930
CHEMBL348708,,414.5,0,4.7,COc1cccc2c1O[C@@H](CN1C3C=C(c4cccc5cccnc45)CC1CC3)CO2,109,nM,6.96,109
CHEMBL488060,,300.16,0,4.64,CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,3.28,nM,8.48,3.28
CHEMBL488261,,316.62,1,5.16,CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(Cl)c1,6.22,nM,8.21,6.22
CHEMBL500329,,312.2,0,4.51,CNCc1ccc(OC)cc1Oc1ccc(Cl)c(Cl)c1,8.72,nM,8.06,8.72
CHEMBL447864,,261.75,0,4.16,CNCc1ccc(Cl)cc1Oc1ccc(C)cc1,17,nM,7.77,17
CHEMBL453880,,333.71,1,5.01,CNCc1ccc(Cl)cc1Oc1ccc(F)c(C(F)(F)F)c1,9.71,nM,8.01,9.71
CHEMBL182288,,543.41,1,4.47,Oc1nc2cc3c(cc2c2c1[C@@H](N1CCN(Cc4ccccc4I)CC1)CCC2)OCO3,23,nM,7.64,23
CHEMBL461571,,531.91,2,6.63,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1,970,nM,6.01,0.97
CHEMBL117698,Rhenium complex,745.81,None,None,,400,nM,6.4,400
CHEMBL118075,O-863,747.78,None,None,,639,nM,6.19,639
CHEMBL488912,,282.17,0,4.51,CNCc1ccccc1Oc1ccc(Cl)c(Cl)c1,4.02,nM,8.4,4.02
CHEMBL453879,,300.16,0,4.64,CNCc1ccc(Cl)cc1Oc1ccc(F)c(Cl)c1,25.4,nM,7.59,25.4
CHEMBL41,FLUOXETINE,309.33,0,4.44,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,12.6,nM,7.9,12.6
CHEMBL117179,Rhenium complex,745.77,None,None,,1693,nM,5.77,1693
CHEMBL504479,,354.45,0,2.92,COc1ccc(CC(C)(C)NCC(O)COc2ccccc2C#N)cc1,21,nM,7.68,0.021
CHEMBL1643512,,293.2,0,4.54,N[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,116,nM,6.94,116
CHEMBL1643514,,321.25,1,5.14,CN(C)[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,7,nM,8.15,7
CHEMBL258338,,247.38,0,3.28,CO[C@@]1(c2ccccc2)CCCC[C@H]1CN(C)C,3880,nM,5.41,3880
CHEMBL382741,,374.48,0,4.06,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccccc1C#N,3,nM,8.52,0.003
CHEMBL572163,,421.54,0,4.21,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccc(CCC(=O)O)cc1,68,nM,7.17,0.068
CHEMBL610897,,293.79,0,3.08,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(Cl)cc1)N2C,44.5,nM,7.35,44.5
CHEMBL435341,,299.41,0,3.46,C/C=C\c1ccc([C@H]2CC3CCC([C@H]2C(=O)OC)N3C)cc1,1.15,nM,8.94,1.15
CHEMBL117703,Rhenium complex,743.8,None,None,,2000,nM,5.7,2000
CHEMBL4128926,,583.78,2,5.76,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,1.7,nM,8.77,1.7
CHEMBL894,BUPROPION,239.75,0,3.3,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,47000,nM,4.33,47000
CHEMBL1762476,,386.4,0,3.3,CNCC[C@@H](Oc1cc(OC)ccc1C#N)c1ccccc1.O=C(O)C(=O)O,5700,nM,5.24,5.7
CHEMBL117698,Rhenium complex,745.81,None,None,,337,nM,6.47,337
CHEMBL365092,,310.42,0,4.43,COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1S2,1300,nM,5.89,1.3
CHEMBL187211,,370.19,0,3.17,COC(=O)C1=C(c2ccc(I)cc2)CC2CCC1O2,4800,nM,5.32,4.8
CHEMBL1683886,,251.8,0,4.1,CN(C)CC1(c2cccc(Cl)c2)CCCCC1,55,nM,7.26,55
CHEMBL356904,,413.52,1,5.31,COc1cccc2c1O[C@@H](CN1C3C=C(c4cccc5ccccc45)CC1CC3)CO2,951,nM,6.02,951
CHEMBL9831,,353.46,0,4.02,COc1cccc2c1CCCC2CN(C)CCc1ccc2c(c1)OCO2,21,nM,7.68,21
CHEMBL268258,,349.47,1,5.04,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2ccoc2c1,13,nM,7.89,13
CHEMBL1762473,,376.8,0,3.68,N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1.O=C(O)C(=O)O,2100,nM,5.68,2.1
CHEMBL1762481,,402.29,0,2.43,N#Cc1ccc(C(F)(F)F)nc1O[C@H](CCN)c1ccno1.O=C(O)C(=O)O,70000,nM,4.16,70
CHEMBL326165,N-[(2-((3'-N-propyl-(1''R) -3''beta-(4-fluorophenyl) tropane-2''-beta-1-propanoyl) (2-mercaptoethyl) amino) acetyl) -2-aminoethanethiolato)rhenium(V) oxide,694.91,None,None,,200,nM,6.7,200
CHEMBL422290,,411.61,0,4.42,CSCCSCCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(F)cc1)N2C,28.5,nM,7.54,28.5
CHEMBL360575,,202.3,0,2.66,CN(C)CCCc1c[nH]c2ccccc12,58,nM,7.24,58
CHEMBL1276225,,307.23,0,4.13,CN(C)C1CCC(c2c[nH]c3ccc(Br)cc23)C1,4.3,nM,8.37,4.3
CHEMBL1276226,,246.33,0,3.5,CN(C)C1CCC(c2c[nH]c3cc(F)ccc23)C1,5.1,nM,8.29,5.1
CHEMBL1276251,,262.78,0,4.02,CN(C)C1CCC(c2c[nH]c3c(Cl)cccc23)C1,1.4,nM,8.85,1.4
CHEMBL1275671,,260.36,0,3.89,CCN(C)C1CCC(c2c[nH]c3ccc(F)cc23)C1,3.7,nM,8.43,3.7
CHEMBL1275730,,253.35,0,3.24,CN(C)[C@H]1CC[C@@H](c2c[nH]c3ccc(C#N)cc23)C1,0.38,nM,9.42,0.38
CHEMBL1275791,,246.33,0,3.5,CN(C)[C@H]1CC[C@@H](c2c[nH]c3ccc(F)cc23)C1,0.63,nM,9.2,0.63
CHEMBL2096860,,385.25,0,3.03,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2C,66.3,nM,7.18,66.3
CHEMBL224819,,338.24,0,3.19,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Br)cc1)N2C,84,nM,7.08,84
CHEMBL455423,,326.22,0,4.86,COc1ccc(CN(C)C)c(Oc2ccc(Cl)c(Cl)c2)c1,3.61,nM,8.44,3.61
CHEMBL311347,,385.25,0,3.03,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,4.2,nM,8.38,4.2
CHEMBL3126965,,471.49,1,6.87,FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(NC3CC3)CC2)cc(C(F)(F)F)c1,680,nM,6.17,680
CHEMBL3126961,,417.39,1,5.69,N[C@@H]1CC[C@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,210,nM,6.68,210
CHEMBL1683871,,258.19,0,4.15,NCC1(c2ccc(Cl)c(Cl)c2)CCCCC1,201,nM,6.7,201
CHEMBL1683887,,237.77,0,3.76,CNCC1(c2cccc(Cl)c2)CCCCC1,767,nM,6.12,767
CHEMBL1683890,,255.76,0,3.9,CNCC1(c2ccc(F)c(Cl)c2)CCCCC1,689,nM,6.16,689
CHEMBL43048,MIDOMAFETAMINE,193.25,0,1.57,CNC(C)Cc1ccc2c(c1)OCO2,425,nM,6.37,425
CHEMBL6731,TENAMFETAMINE,179.22,0,1.31,CC(N)Cc1ccc2c(c1)OCO2,478,nM,6.32,478
CHEMBL256039,,274.41,0,2.55,CCCCN(CC)C(=O)C1(c2ccccc2)CC1CN,2000,nM,5.7,2000
CHEMBL5420565,,471.01,1,5.29,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ncc(-c5ccc(Cl)cc5)cn4)CC3)c2c1,0.32,nM,9.49,0.32
CHEMBL592374,AMITIFADINE,228.12,0,2.85,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,13.8,nM,7.86,13.8
CHEMBL1762480,,399.47,0,3.44,Cc1ccc(C#N)c(S[C@H](CCN)c2ccccc2)n1.O=C(O)/C=C/C(=O)O,2600,nM,5.58,2.6
CHEMBL1683904,,279.43,0,4.77,CNCC1(c2ccc(-c3ccccc3)cc2)CCCCC1,286,nM,6.54,286
CHEMBL1276164,,307.23,0,4.13,CN(C)C1CCC(c2c[nH]c3cccc(Br)c23)C1,5.3,nM,8.28,5.3
CHEMBL1276165,,253.35,0,3.24,CN(C)C1CCC(c2c[nH]c3ccc(C#N)cc23)C1,0.48,nM,9.32,0.48
CHEMBL1276297,,225.29,0,2.63,N#Cc1ccc2[nH]cc(C3CCC(N)C3)c2c1,32,nM,7.5,32
CHEMBL1275731,,253.35,0,3.24,CN(C)[C@@H]1CC[C@@H](c2c[nH]c3ccc(C#N)cc23)C1,1.3,nM,8.89,1.3
CHEMBL173594,,299.41,0,3.46,C/C=C/c1ccc([C@H]2CC3CCC([C@H]2C(=O)OC)N3C)cc1,1.3,nM,8.89,1.3
CHEMBL454288,,241.33,0,3.85,Cc1ccc(Oc2ccccc2CN(C)C)cc1,3.46,nM,8.46,3.46
CHEMBL488069,,364.19,1,5.87,CN(C)Cc1ccc(C(F)(F)F)cc1Oc1ccc(Cl)c(Cl)c1,17.1,nM,7.77,17.1
CHEMBL454657,,330.19,0,4.65,CNCc1cc(F)c(OC)cc1Oc1ccc(Cl)c(Cl)c1,4.51,nM,8.35,4.51
CHEMBL513629,,289.81,1,5.03,CNC(C)c1ccc(Cl)cc1Oc1ccc(C)c(C)c1,115,nM,6.94,115
CHEMBL209689,,344.41,0,4.87,Cc1ccc2c(c1)c(-c1ccnc3c(C)cccc13)c(C)n2CC(=O)O,2000,nM,5.7,2
CHEMBL3817970,,288.44,0,2.65,Cc1cccc(CN(C2CCOCC2)C2CCNC2)c1C,8.9,nM,8.05,8.9
CHEMBL11,IMIPRAMINE,280.42,0,3.88,CN(C)CCCN1c2ccccc2CCc2ccccc21,6.9,nM,8.16,6.9
CHEMBL379181,,440.67,1,6.15,CN1CCCCCCCCCCCC(=O)OCC2C(CC3CCC2N3C)c2ccc1cc2,450,nM,6.35,450
CHEMBL2079586,,277.34,0,2.57,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,759,nM,6.12,759
CHEMBL83617,,419.5,0,4.2,NC(=O)c1ccc2c(c1)CCOC2CCN1CC=C(c2c[nH]c3cc(F)ccc23)CC1,0.11,nM,9.96,0.11
CHEMBL118075,O-863,747.78,None,None,,264,nM,6.58,264
CHEMBL1276962,,329.45,0,4.81,CN(Cc1ccccc1)C1CCC(c2c[nH]c3ccc(C#N)cc23)C1,5.3,nM,8.28,5.3
CHEMBL1277049,,279.39,0,3.77,N#Cc1ccc2[nH]cc(C3CCC(N4CCCC4)C3)c2c1,3,nM,8.52,3
CHEMBL1683897,,239.36,0,4,NCC1(c2cccc3ccccc23)CCCCC1,1517,nM,5.82,1517
CHEMBL224062,,321.46,0,4.74,COc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1,1669,nM,5.78,1669
CHEMBL4228747,,285.34,0,2.76,Cc1cc2cc(OC3C[C@H]4CC[C@@H](C3)N4)ccc2oc1=O,0.72,nM,9.14,0.72
CHEMBL6467,4-METHYLTHIOAMPHETAMINE,181.3,0,2.3,CSc1ccc(CC(C)N)cc1,74,nM,7.13,74
CHEMBL2441437,,432.48,0,1.26,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,9100,nM,5.04,9.1
CHEMBL4464476,,463.63,1,5.61,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4c5c(nc6ccccc46)CCCC5)CC3)c2c1,15.8,nM,7.8,15.8
CHEMBL370158,,324.88,1,5.31,C[N+]1(CCl)C2C=C(c3ccccc3-c3ccccc3)CC1CC2,16100,nM,4.79,16100
CHEMBL4069245,,452.51,0,1.31,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(=O)n(C)n2)C3=O)ccc2c1COC2=O,10400,nM,4.98,10.4
CHEMBL119561,O-1186,696.88,None,None,,1300,nM,5.89,1300
CHEMBL197696,,411.46,0,4.12,CN(C)C(=O)Oc1ccc2c(c1)C=CCN(C)[C@@H]2CCOc1ccc([N+](=O)[O-])cc1,6,nM,8.22,6
CHEMBL214209,,370.49,0,3.7,CN1C2CCC1C1COC(=O)CCCCCC(=O)Nc3ccc(cc3)C1C2,200,nM,6.7,200
CHEMBL370805,COCAINE,303.36,0,1.87,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,1050,nM,5.98,1050
CHEMBL201556,,255.39,0,2.33,[2H]C([2H])([2H])N(C[C@H]1CCCC[C@]1(O)c1cccc(O)c1)C([2H])([2H])[2H],9900,nM,5,9900
CHEMBL1643510,,321.25,1,5.14,CN(C)C1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,3,nM,8.52,3
CHEMBL3126962,,417.39,1,5.69,N[C@H]1CC[C@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,350,nM,6.46,350
CHEMBL370805,COCAINE,303.36,0,1.87,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,1050,nM,5.98,1050
CHEMBL225235,,309.43,0,4.87,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccc(F)cc2)N3C)cc1,100,nM,7,100
CHEMBL388605,,351.49,0,4.75,COc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1OC,13700,nM,4.86,13700
CHEMBL426178,,305.47,1,5.04,Cc1ccc([C@@H]2CC3CCC([C@@H]2c2ccc(C)cc2)N3C)cc1,10000,nM,5,10000
CHEMBL312037,,273.38,0,2.73,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,240,nM,6.62,240
CHEMBL83729,,259.35,0,2.43,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C,1960,nM,5.71,1960
CHEMBL186242,,329.25,0,4.59,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1S2,3600,nM,5.44,3.6
CHEMBL2096858,,293.79,0,3.08,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C,1450,nM,5.84,1450
CHEMBL375888,,293.79,0,3.08,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Cl)cc1)N2C,53,nM,7.28,53
CHEMBL183550,,528.44,2,5.45,COc1ccc(Br)c(CC2CCN([C@H]3CC[C@]4(CC3)OC(=O)c3c5c(ccc34)OCO5)CC2)c1,91,nM,7.04,91
CHEMBL4224951,,328.28,0,4.6,CCOC[C@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,11,nM,7.96,11
CHEMBL249329,,250.34,0,3.38,CN(C)CC1CC1c1cccc2c(C#N)cccc12,48,nM,7.32,48
CHEMBL404730,,340.42,0,1.55,C#CCN(CC1CC1)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,210,nM,6.68,210
CHEMBL257336,,326.4,0,1.3,C#CCN(C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN)C1CC1,160,nM,6.8,160
CHEMBL405613,,334.39,0,2.01,C=C(F)CN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,112,nM,6.95,112
CHEMBL411033,,336.39,0,2.05,NC[C@@H]1C[C@@]1(C(=O)C1NCc2ccccc21)c1ccc2c(c1)OCO2,77,nM,7.11,77
CHEMBL3609637,GSM1,514.48,1,4.67,COc1cc(-c2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,32,nM,7.5,32
CHEMBL249161,,231.36,0,3.57,CN(C)CC1CC1c1csc2ccccc12,150,nM,6.82,150
CHEMBL251576,,240.31,0,2.1,CN(C)CC1CC1c1n[nH]c2ccc(C#N)cc12,71,nM,7.15,71
CHEMBL198019,,232.3,0,2.97,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12,4.1,nM,8.39,4.1
CHEMBL249951,,225.34,0,3.5,CN(C)CC1CC1c1ccc2ccccc2c1,140,nM,6.85,140
CHEMBL251763,,239.36,0,3.9,CCN(C)CC1CC1c1cccc2ccccc12,58,nM,7.24,58
CHEMBL249107,,226.32,0,2.9,CN(C)CC1CC1c1cnc2ccccc2c1,130,nM,6.89,130
CHEMBL197696,,411.46,0,4.12,CN(C)C(=O)Oc1ccc2c(c1)C=CCN(C)[C@@H]2CCOc1ccc([N+](=O)[O-])cc1,6,nM,8.22,6
CHEMBL1237044,TRAMADOL,263.38,0,2.63,COc1cccc(C2(O)CCCCC2CN(C)C)c1,4300,nM,5.37,4300
CHEMBL3126972,,457.46,1,6.48,FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(NC3CC3)C2)cc(C(F)(F)F)c1,530,nM,6.28,530
CHEMBL3126970,,445.45,1,6.29,CN(C)C1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,57,nM,7.24,57
CHEMBL592374,AMITIFADINE,228.12,0,2.85,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,14,nM,7.85,14
CHEMBL3126964,,459.47,1,6.73,CCNC1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,150,nM,6.82,150
CHEMBL363328,,469.53,0,5,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4cc(F)ccc4F)CC3)CC2)c2ccc3c(c21)OCCO3,110,nM,6.96,110
CHEMBL402441,,324.38,0,0.77,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,25,nM,7.6,25
CHEMBL408384,,310.35,0,0.73,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,49,nM,7.31,49
CHEMBL194372,,373.41,0,3.38,CN[C@@H](CCOc1ccc([N+](=O)[O-])cc1)c1ccc(OC(=O)N(C)C)cc1,42,nM,7.38,42
CHEMBL607377,,401.45,0,4.1,COC(=O)C1C2CC[C@H](C[C@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,9150,nM,5.04,9150
CHEMBL433956,,453.97,1,5.33,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4Cl)CC3)CC2)c2ccc3c(c21)OCO3,140,nM,6.85,140
